Río Chalinga Nodes and Reaches, 0 \ Headflow, 1 \ CA_Gabino Outflow, 2 \ Reach, 3 \ Río Chalinga en La Palmilla (gauge), 3 \ ZR_Gavino Runoff, 4 \ Reach, 5 \ CL_09 Inflow, 6 \ Reach, 7 \ CA_Destiladera Outflow, 8 \ Reach, 9 \ CA_Destiladera Outflow 2,10 \ Reach,11 \ ZR_Destiladera Runoff,12 \ Reach,13 \ CA_Batuco Chalinga Outflow,14 \ Reach,15 \ ZR_Batuco Chalinga Runoff,16 \ Reach,17 \ CA_Molino de Zapallar Outflow,18 \ Reach,19 \ ZR_Molino de Zapallar Runoff,20 \ Reach,21 \ CA_Toma Ranque Outflow,22 \ Reach,23 \ ZR_Ranque Runoff,24 \ Reach,25 \ CA_Palquial Outflow,26 \ Reach,27 \ ZR_Palquial Runoff,28 \ Reach,29 \ CA_Valentino Outflow,30 \ Reach,31 \ ZR_Valentino Runoff,32 \ Reach,33 \ CA_Maravillal Outflow,34 \ Reach,35 \ ZR_Maravillal Runoff,36 \ Reach,37 \ CA_Alameda Outflow,38 \ Reach,39 \ ZR_Alameda Runoff,40 \ Reach,41 \ CA_Cunlagua Outflow,42 \ Reach,43 \ ZR_Cunlagua Runoff,44 \ Reach,45 \ CA_Los Guindos Outflow,46 \ Reach,47 \ ZR_Los Guindos Runoff,48 \ Reach,49 \ CA_Huanque Outflow,50 \ Reach,51 \ ZR_Huanque Runoff,52 \ Reach,53 \ CA_Chanar Chalinga Outflow,54 \ Reach,55 \ ZR_Chanar Chalinga Runoff,56 \ Reach,57 \ CA_Arboleda Grande Outflow,58 \ Reach,59 \ ZR_Arboleda Grande Runoff,60 \ Reach,61 \ CA_Chalinga Outflow,62 \ Reach,63 \ ZR_Chalinga Runoff,64 \ Reach,65 \ ZR_Tebal Runoff,66 \ Reach,67 \ CA_Tebal Outflow,68 \ Reach,69 \ ZR_Chilcas Runoff,70 \ Reach,71 \ CA_Chilcas Outflow,71 \ PC_DES_CHALINGA (gauge),72 \ Reach
mar-99,0.494739,0.468126,0.468126,0.494742,0.468126,0.475482,0.582699,0.576872,0.576872,0.576872,0.509453,0.509453,0.509453,0.539221,0.273091,0.273091,0.293777,0.352112,0.299773,0.299773,0.30446,0.539774,0.529129,0.529129,0.530271,0.53864,0.28138,0.28138,0.301924,0.431988,0.415843,0.415843,0.415996,0.422798,0.394801,0.394801,0.397363,0.409159,0.38432,0.38432,0.385554,0.498748,0.355622,0.355622,0.364594,0.412231,0.392194,0.392194,0.392501,0.395923,0.295734,0.295734,0.301953,0.330488,0.294706,0.294706,0.294968,0.312868,0.205523,0.205523,0.214081,0.237236,0.152076,0.152076,0.157659,0.187367,0.20356,0.277483,0.112887,0.112887,0.120877,0.120877,0.0350009,0,0.0350009
abr-99,0.521698,0.493634,0.493634,0.5217,0.493634,0.50253,0.615808,0.60965,0.60965,0.60965,0.538556,0.538556,0.538556,0.574558,0.293926,0.293926,0.306226,0.375635,0.320444,0.320444,0.323099,0.609612,0.598387,0.598387,0.598979,0.609101,0.337824,0.337824,0.348997,0.506295,0.48927,0.48927,0.489348,0.497574,0.468052,0.468052,0.469564,0.483829,0.457637,0.457637,0.458258,0.596162,0.445236,0.445236,0.450093,0.507706,0.486577,0.486577,0.486753,0.494889,0.389241,0.389241,0.392781,0.42729,0.389559,0.389559,0.389688,0.413862,0.300667,0.300667,0.305402,0.333406,0.243605,0.243605,0.246697,0.282626,0.291057,0.380459,0.206894,0.206894,0.211103,0.211103,0.120548,0,0.120548
may-99,1.02916,0.999163,0.999163,1.02917,0.999163,1.00824,1.2356,1.22324,1.22324,1.22324,1.14724,1.14724,1.14724,1.18398,0.883979,0.883979,0.887452,0.958312,0.899312,0.899312,0.899542,1.18999,1.17799,1.17799,1.17805,1.18837,0.898374,0.898374,0.901333,1.06185,1.04365,1.04365,1.04368,1.05207,1.02051,1.02051,1.02115,1.03571,1.00771,1.00771,1.00789,1.14039,0.940394,0.940394,0.941749,1.00054,0.972542,0.972542,0.972594,0.98186,0.84186,0.84186,0.842995,0.878211,0.828211,0.828211,0.82825,0.85405,0.70405,0.70405,0.704734,0.733312,0.614312,0.614312,0.615165,0.651829,0.654232,0.745464,0.515464,0.515464,0.51646,0.51646,0.39646,0,0.39646
jun-99,0.530332,0.501804,0.501804,0.530333,0.501804,0.511832,0.627051,0.62078,0.62078,0.62078,0.54851,0.54851,0.54851,0.589093,0.303818,0.303818,0.307236,0.391838,0.335734,0.335734,0.33726,0.664185,0.652774,0.652774,0.6533,0.664709,0.388943,0.388943,0.393101,0.570419,0.553112,0.553112,0.553198,0.562472,0.532461,0.532461,0.532538,0.548619,0.521993,0.521993,0.522608,0.682097,0.528674,0.528674,0.531496,0.612002,0.590523,0.590523,0.59066,0.604576,0.497179,0.497179,0.498838,0.54706,0.508704,0.508704,0.508793,0.545168,0.4301,0.4301,0.432937,0.472069,0.380782,0.380782,0.382333,0.432538,0.440157,0.565084,0.388647,0.388647,0.39157,0.39157,0.299516,0.00231799,0.299516
jul-99,1.10977,1.07977,1.07977,1.10977,1.07977,1.089,1.33447,1.32113,1.32113,1.32113,1.24513,1.24513,1.24513,1.28248,0.982476,0.982476,0.986088,1.0672,1.0082,1.0082,1.0093,1.30379,1.29179,1.29179,1.29206,1.30256,1.01256,1.01256,1.01639,1.17957,1.16137,1.16137,1.16138,1.16991,1.13835,1.13835,1.13883,1.15363,1.12563,1.12563,1.12595,1.26066,1.06066,1.06066,1.06284,1.12261,1.09461,1.09461,1.09482,1.10541,0.965414,0.965414,0.967666,1.00346,0.953465,0.953465,0.953547,0.980782,0.830782,0.830782,0.832838,0.861889,0.742889,0.742889,0.744189,0.78146,0.786582,0.879324,0.649324,0.649324,0.651561,0.651561,0.531561,0.00188269,0.531561
ago-99,0.991988,0.961988,0.961988,0.99199,0.961988,0.972015,1.19101,1.1791,1.1791,1.1791,1.1031,1.1031,1.1031,1.14369,0.843687,0.843687,0.84983,0.942316,0.883316,0.883316,0.885524,1.21271,1.20071,1.20071,1.20147,1.21288,0.922875,0.922875,0.931777,1.10909,1.09089,1.09089,1.09109,1.10037,1.06881,1.06881,1.06917,1.08526,1.05726,1.05726,1.05849,1.21419,1.01419,1.01419,1.01999,1.1005,1.0725,1.0725,1.07272,1.08553,0.94553,0.94553,0.948735,0.996958,0.996958,0.996958,0.997136,1.03317,0.883171,0.883171,0.888356,0.927488,0.808488,0.808488,0.811435,0.86164,0.875863,1.00079,0.77079,0.77079,0.776021,0.776021,0.656021,0.00543592,0.656021
sept-99,0.950563,0.920563,0.920563,0.950567,0.920563,0.930591,1.14028,1.12888,1.12888,1.12888,1.05288,1.05288,1.05288,1.09346,0.793458,0.793458,0.795067,0.897789,0.838789,0.838789,0.839082,1.16474,1.15274,1.15274,1.15276,1.16417,0.874166,0.874166,0.874626,1.05194,1.03374,1.03374,1.03385,1.04312,1.01156,1.01156,1.01175,1.02783,0.999833,0.999833,1.00025,1.1561,0.956098,0.956098,0.957406,1.03791,1.00991,1.00991,1.00993,1.02419,0.884193,0.884193,0.884997,0.93322,0.88322,0.88322,0.883252,0.883252,0.733252,0.733252,0.734662,0.773794,0.654794,0.654794,0.655843,0.706049,0.711792,0.836719,0.606719,0.606719,0.608976,0.608976,0.488976,0,0.488976
oct-99,0.620352,0.590352,0.590352,0.620355,0.590352,0.600056,0.735511,0.728156,0.728156,0.728156,0.652156,0.652156,0.652156,0.69143,0.39143,0.39143,0.407189,0.506597,0.447597,0.447597,0.452785,0.767477,0.755477,0.755477,0.756806,0.767848,0.477848,0.477848,0.49628,0.667878,0.649678,0.649678,0.649774,0.658748,0.627188,0.627188,0.629198,0.644761,0.616761,0.616761,0.618235,0.771703,0.592237,0.592237,0.602754,0.680663,0.655538,0.655538,0.656452,0.670259,0.544632,0.544632,0.554409,0.601076,0.55621,0.55621,0.556629,0.592132,0.457532,0.457532,0.467555,0.505424,0.398642,0.398642,0.405305,0.45389,0.478808,0.599705,0.393319,0.393319,0.405082,0.405082,0.297402,0.0656549,0.297402
nov-99,0.720367,0.690367,0.690367,0.720367,0.690367,0.700394,0.858332,0.849749,0.849749,0.849749,0.773749,0.773749,0.773749,0.814332,0.514332,0.514332,0.544433,0.642867,0.583867,0.583867,0.59511,0.915888,0.903888,0.903888,0.906775,0.918185,0.628185,0.628185,0.664413,0.84173,0.82353,0.82353,0.823739,0.833012,0.801452,0.801452,0.804615,0.820696,0.792696,0.792696,0.795921,0.949902,0.749902,0.749902,0.771297,0.843538,0.815538,0.815538,0.817498,0.824128,0.684128,0.684128,0.704681,0.747952,0.697952,0.697952,0.698783,0.728373,0.578373,0.578373,0.596427,0.631542,0.512542,0.512542,0.526273,0.571324,0.624524,0.736625,0.506625,0.506625,0.531694,0.531694,0.411694,0.19666,0.411694
dic-99,0.575579,0.545579,0.545579,0.575581,0.545579,0.555283,0.680673,0.673866,0.673866,0.673866,0.597866,0.597866,0.597866,0.63714,0.33714,0.33714,0.374072,0.466841,0.407841,0.407841,0.421622,0.733456,0.721456,0.721456,0.724943,0.735984,0.445984,0.445984,0.490474,0.662072,0.643872,0.643872,0.644142,0.653116,0.621556,0.621556,0.625251,0.640813,0.612813,0.612813,0.616715,0.768759,0.602246,0.602246,0.62786,0.705769,0.682458,0.682458,0.684218,0.685221,0.568662,0.568662,0.590394,0.637061,0.595433,0.595433,0.596417,0.625542,0.500657,0.500657,0.515689,0.553559,0.454483,0.454483,0.470887,0.519473,0.56735,0.688247,0.496757,0.496757,0.520801,0.520801,0.420893,0.179368,0.420893
ene-00,0.311935,0.295156,0.295156,0.311935,0.295156,0.305184,0.371307,0.367594,0.367594,0.367594,0.325085,0.325085,0.325085,0.365669,0.197873,0.197873,0.218128,0.31103,0.27803,0.27803,0.28844,0.609696,0.602985,0.602985,0.605309,0.616719,0.454516,0.454516,0.49738,0.674698,0.664518,0.664518,0.664788,0.674062,0.65641,0.65641,0.660163,0.676243,0.660583,0.660583,0.664223,0.820242,0.730001,0.730001,0.74656,0.813586,0.800952,0.800952,0.801906,0.801906,0.738737,0.738737,0.750515,0.790663,0.768102,0.768102,0.769003,0.791732,0.724051,0.724051,0.732197,0.764777,0.711084,0.711084,0.721289,0.763089,0.789036,0.893046,0.789268,0.789268,0.802299,0.802299,0.748154,0.149509,0.748154
feb-00,0.493742,0.467183,0.467183,0.493745,0.467183,0.472791,0.579785,0.573987,0.573987,0.573987,0.506703,0.506703,0.506703,0.529402,0.263808,0.263808,0.291922,0.335268,0.310673,0.310673,0.318432,0.49611,0.490276,0.490276,0.492297,0.498678,0.269205,0.269205,0.299333,0.39851,0.382397,0.382397,0.382622,0.387809,0.359868,0.359868,0.363112,0.372106,0.365072,0.365072,0.367179,0.450957,0.308119,0.308119,0.322753,0.359078,0.339081,0.339081,0.339876,0.339876,0.239889,0.239889,0.251307,0.273065,0.267516,0.267516,0.268029,0.277434,0.170305,0.170305,0.183199,0.200856,0.115867,0.115867,0.125125,0.147778,0.178413,0.234781,0.0705171,0.0705171,0.0857031,0.0857031,0,0.106988,0
mar-00,0.465158,0.440136,0.440136,0.465161,0.440136,0.448441,0.54901,0.543519,0.543519,0.543519,0.480131,0.480131,0.480131,0.513742,0.263523,0.263523,0.285086,0.353285,0.304075,0.304075,0.309112,0.549004,0.538995,0.538995,0.540227,0.545416,0.303539,0.303539,0.324523,0.455779,0.440599,0.440599,0.440761,0.448441,0.422118,0.422118,0.424722,0.43804,0.414686,0.414686,0.415961,0.515468,0.380899,0.380899,0.390143,0.44393,0.42509,0.42509,0.425419,0.42993,0.335732,0.335732,0.342203,0.374421,0.340779,0.340779,0.341051,0.341051,0.240124,0.240124,0.248959,0.275104,0.195036,0.195036,0.200619,0.234162,0.251041,0.334507,0.179752,0.179752,0.187742,0.187742,0.107,0.0509099,0.107
abr-00,0.44103,0.417306,0.417306,0.441033,0.417306,0.42567,0.520814,0.515606,0.515606,0.515606,0.455505,0.455505,0.455505,0.489354,0.252115,0.252115,0.264052,0.327321,0.280664,0.280664,0.283199,0.552446,0.542956,0.542956,0.543517,0.553033,0.323702,0.323702,0.334647,0.48254,0.468148,0.468148,0.468222,0.475957,0.450999,0.450999,0.45249,0.465902,0.44376,0.44376,0.44436,0.573541,0.445952,0.445952,0.450669,0.504837,0.486975,0.486975,0.48714,0.494521,0.405209,0.405209,0.408749,0.441195,0.409298,0.409298,0.409422,0.431946,0.336254,0.336254,0.340988,0.367318,0.291402,0.291402,0.2944,0.32818,0.336257,0.420314,0.273586,0.273586,0.277624,0.277624,0.20107,0.0000455,0.20107
may-00,0.39487,0.373629,0.373629,0.394871,0.373629,0.381303,0.46607,0.461409,0.461409,0.461409,0.407599,0.407599,0.407599,0.438657,0.226249,0.226249,0.227444,0.284202,0.242428,0.242428,0.242981,0.487592,0.479095,0.479095,0.479279,0.48801,0.282682,0.282682,0.282775,0.418473,0.405587,0.405587,0.40559,0.412687,0.390342,0.390342,0.390716,0.403022,0.383197,0.383197,0.383321,0.497728,0.383494,0.383494,0.383967,0.433668,0.417675,0.417675,0.417732,0.42546,0.345496,0.345496,0.3458,0.375571,0.347012,0.347012,0.347037,0.368734,0.283058,0.283058,0.284165,0.308324,0.240355,0.240355,0.240537,0.271533,0.27386,0.350986,0.219616,0.219616,0.220512,0.220512,0.151971,0.00595274,0.151971
jun-00,0.451466,0.427181,0.427181,0.451467,0.427181,0.434281,0.53177,0.526453,0.526453,0.526453,0.46493,0.46493,0.46493,0.493664,0.250812,0.250812,0.28227,0.338679,0.290918,0.290918,0.303124,0.528417,0.518703,0.518703,0.522739,0.530817,0.29606,0.29606,0.334489,0.460035,0.445302,0.445302,0.445937,0.452503,0.426955,0.426955,0.428761,0.440146,0.41748,0.41748,0.422076,0.525717,0.525717,0.525717,0.549084,0.595067,0.576782,0.576782,0.577838,0.585986,0.494561,0.494561,0.508899,0.536442,0.50379,0.50379,0.504505,0.525459,0.427503,0.427503,0.449744,0.472095,0.394384,0.394384,0.408096,0.436772,0.495341,0.566696,0.416497,0.416497,0.439577,0.439577,0.361212,0.010729,0.361212
jul-00,0.676288,0.646288,0.646288,0.67629,0.646288,0.654144,0.802173,0.794152,0.794152,0.794152,0.718152,0.718152,0.718152,0.749944,0.449944,0.449944,0.452136,0.532608,0.473608,0.473608,0.474325,0.725854,0.713854,0.713854,0.714124,0.723062,0.433062,0.433062,0.43633,0.575239,0.557039,0.557039,0.557115,0.56438,0.53282,0.53282,0.53291,0.545508,0.517508,0.517508,0.51794,0.634072,0.634072,0.634072,0.636252,0.636252,0.608862,0.608862,0.60893,0.617946,0.480992,0.480992,0.482331,0.512807,0.463894,0.463894,0.46396,0.487145,0.340409,0.340409,0.342943,0.367673,0.251262,0.251262,0.253185,0.284913,0.290375,0.369326,0.144331,0.144331,0.147647,0.147647,0.0302585,0.442618,0.0302585
ago-00,0.855675,0.825675,0.825675,0.855677,0.825675,0.835703,1.02406,1.01382,1.01382,1.01382,0.937818,0.937818,0.937818,0.978401,0.678401,0.678401,0.685568,0.782066,0.723066,0.723066,0.725213,1.04652,1.03452,1.03452,1.03506,1.04647,0.75647,0.75647,0.763887,0.941204,0.923004,0.923004,0.923035,0.932309,0.900749,0.900749,0.90158,0.917661,0.889661,0.889661,0.890206,1.04139,0.841394,0.841394,0.845328,0.845328,0.817328,0.817328,0.817687,0.831643,0.691643,0.691643,0.695373,0.742546,0.692546,0.692546,0.69269,0.728578,0.578578,0.578578,0.582448,0.620728,0.501728,0.501728,0.504267,0.55338,0.562767,0.684975,0.454975,0.454975,0.459256,0.459256,0.339256,0.120812,0.339256
sept-00,1.55747,1.52747,1.52747,1.55747,1.52747,1.53749,1.88361,1.86478,1.86478,1.86478,1.78878,1.78878,1.78878,1.82936,1.52936,1.52936,1.52996,1.62453,1.56553,1.56553,1.56554,1.88944,1.87744,1.87744,1.87754,1.88895,1.59895,1.59895,1.60128,1.7786,1.7604,1.7604,1.76053,1.76981,1.73825,1.73825,1.73829,1.75437,1.72637,1.72637,1.727,1.87387,1.67387,1.67387,1.67631,1.75682,1.72882,1.72882,1.72888,1.74073,1.60073,1.60073,1.60227,1.65049,1.60049,1.60049,1.60056,1.6361,1.4861,1.4861,1.48864,1.52778,1.40878,1.40878,1.41061,1.46081,1.46936,1.59429,1.36429,1.36429,1.36784,1.36784,1.24784,2.05223,1.24784
oct-00,2.29322,2.26322,2.26322,2.29323,2.26322,2.27293,2.78444,2.7566,2.7566,2.7566,2.6806,2.6806,2.6806,2.71987,2.41987,2.41987,2.43791,2.53732,2.47832,2.47832,2.48426,2.8069,2.7949,2.7949,2.79643,2.80747,2.51747,2.51747,2.53855,2.71015,2.69195,2.69195,2.69206,2.70104,2.66948,2.66948,2.67174,2.6873,2.6593,2.6593,2.66102,2.80122,2.60122,2.60122,2.61324,2.69114,2.66314,2.66314,2.66418,2.67798,2.53798,2.53798,2.54927,2.59594,2.54594,2.54594,2.54641,2.58191,2.43191,2.43191,2.4436,2.48147,2.36247,2.36247,2.37023,2.41882,2.44785,2.56875,2.33875,2.33875,2.35251,2.35251,2.23251,2.17482,2.23251
nov-00,2.29167,2.26167,2.26167,2.29167,2.26167,2.27169,2.78286,2.75503,2.75503,2.75503,2.67903,2.67903,2.67903,2.71961,2.41961,2.41961,2.44971,2.54635,2.48735,2.48735,2.49859,2.84045,2.82845,2.82845,2.83134,2.84275,2.55275,2.55275,2.58921,2.76652,2.74832,2.74832,2.74853,2.75781,2.72625,2.72625,2.72943,2.74551,2.71751,2.71751,2.72076,2.87631,2.67631,2.67631,2.69784,2.77835,2.75035,2.75035,2.75232,2.75962,2.61962,2.61962,2.6403,2.68853,2.63853,2.63853,2.63936,2.67228,2.52228,2.52228,2.54033,2.57947,2.46047,2.46047,2.47439,2.52459,2.57815,2.70307,2.47307,2.47307,2.49849,2.49849,2.37849,2.26458,2.37849
dic-00,1.94096,1.91096,1.91096,1.94097,1.91096,1.92067,2.353,2.32947,2.32947,2.32947,2.25347,2.25347,2.25347,2.29274,1.99274,1.99274,2.02967,2.12244,2.06344,2.06344,2.07722,2.40804,2.39604,2.39604,2.39952,2.41057,2.12057,2.12057,2.16505,2.33665,2.31845,2.31845,2.31872,2.3277,2.29614,2.29614,2.29983,2.31539,2.28739,2.28739,2.2913,2.44558,2.24558,2.24558,2.27119,2.3491,2.3211,2.3211,2.32321,2.32415,2.18415,2.18415,2.20817,2.25484,2.20484,2.20484,2.20582,2.23491,2.08491,2.08491,2.10296,2.14083,2.02183,2.02183,2.03824,2.08682,2.14433,2.26522,2.03522,2.03522,2.0641,2.0641,1.9441,2.16902,1.9441
ene-01,1.276,1.246,1.246,1.276,1.246,1.25602,1.53887,1.52348,1.52348,1.52348,1.44748,1.44748,1.44748,1.48806,1.18806,1.18806,1.22443,1.31733,1.25833,1.25833,1.27119,1.60949,1.59749,1.59749,1.60075,1.61216,1.32216,1.32216,1.36502,1.54234,1.52414,1.52414,1.52441,1.53369,1.50213,1.50213,1.50588,1.52196,1.49396,1.49396,1.4976,1.66235,1.46235,1.46235,1.48622,1.56672,1.53872,1.53872,1.54071,1.54071,1.40071,1.40071,1.42269,1.47091,1.42091,1.42091,1.42181,1.45068,1.30068,1.30068,1.31874,1.35787,1.23887,1.23887,1.25407,1.30427,1.36141,1.48634,1.25634,1.25634,1.28356,1.28356,1.16356,1.18173,1.16356
feb-01,0.992464,0.962464,0.962464,0.992466,0.962464,0.972492,1.1916,1.17968,1.17968,1.17968,1.10368,1.10368,1.10368,1.14427,0.844265,0.844265,0.873577,0.962191,0.903191,0.903191,0.911291,1.24212,1.23012,1.23012,1.23223,1.24364,0.95364,0.95364,0.984843,1.16216,1.14396,1.14396,1.1442,1.15347,1.12191,1.12191,1.12527,1.14135,1.11335,1.11335,1.11553,1.27652,1.07652,1.07652,1.09168,1.17218,1.14418,1.14418,1.14501,1.14585,1.00585,1.00585,1.01768,1.0659,1.0159,1.0159,1.01643,1.04597,0.895967,0.895967,0.910607,0.949739,0.830739,0.830739,0.840328,0.890533,0.922262,1.04719,0.817189,0.817189,0.832918,0.832918,0.712918,0.604199,0.712918
mar-01,0.968836,0.938836,0.938836,0.968839,0.938836,0.947893,1.16169,1.15007,1.15007,1.15007,1.07407,1.07407,1.07407,1.11073,0.810727,0.810727,0.830712,0.906481,0.847481,0.847481,0.851934,1.14768,1.13568,1.13568,1.13676,1.14707,0.857065,0.857065,0.877168,1.03733,1.01913,1.01913,1.01927,1.02765,0.996088,0.996088,0.998609,1.01313,0.985133,0.985133,0.986327,1.1275,0.927502,0.927502,0.936202,1.00892,0.980917,0.980917,0.981203,0.989069,0.849069,0.849069,0.855163,0.898718,0.848718,0.848718,0.84897,0.878298,0.728298,0.728298,0.736717,0.772062,0.653062,0.653062,0.658645,0.703992,0.719841,0.832679,0.602679,0.602679,0.610669,0.610669,0.490669,0.85529,0.490669
abr-01,0.82593,0.79593,0.79593,0.825933,0.79593,0.805957,0.987627,0.977751,0.977751,0.977751,0.901751,0.901751,0.901751,0.942334,0.642334,0.642334,0.654814,0.736374,0.677374,0.677374,0.68015,1.00869,0.996689,0.996689,0.997312,1.00872,0.718722,0.718722,0.730123,0.90744,0.88924,0.88924,0.88932,0.898593,0.867033,0.867033,0.868567,0.884648,0.856648,0.856648,0.85729,1.01685,0.816848,0.816848,0.821846,0.902352,0.874352,0.874352,0.874539,0.886876,0.746876,0.746876,0.750546,0.798768,0.748768,0.748768,0.748903,0.783589,0.633589,0.633589,0.638467,0.677599,0.558599,0.558599,0.561691,0.611896,0.620681,0.745609,0.515609,0.515609,0.519818,0.519818,0.399818,0.234883,0.399818
may-01,0.841417,0.811417,0.811417,0.841419,0.811417,0.821121,1.00627,0.996209,0.996209,0.996209,0.920209,0.920209,0.920209,0.959483,0.659483,0.659483,0.661503,0.738642,0.679642,0.679642,0.680977,0.995132,0.983132,0.983132,0.983572,0.994614,0.704614,0.704614,0.707356,0.878953,0.860753,0.860753,0.860789,0.869763,0.838203,0.838203,0.838348,0.85391,0.82591,0.82591,0.826365,0.975422,0.775422,0.775422,0.777617,0.855526,0.827526,0.827526,0.82766,0.840242,0.700242,0.700242,0.701467,0.748133,0.698133,0.698133,0.698211,0.732682,0.582682,0.582682,0.585197,0.623067,0.504067,0.504067,0.505222,0.553807,0.560017,0.680915,0.450915,0.450915,0.45342,0.45342,0.33342,0.162608,0.33342
jun-01,0.7137,0.6837,0.6837,0.7137,0.6837,0.693727,0.850167,0.841665,0.841665,0.841665,0.765665,0.765665,0.765665,0.806248,0.506248,0.506248,0.510035,0.597957,0.538957,0.538957,0.539629,0.863843,0.851843,0.851843,0.852003,0.863413,0.573413,0.573413,0.576709,0.754027,0.735827,0.735827,0.735845,0.745118,0.713558,0.713558,0.714081,0.730162,0.702162,0.702162,0.702376,0.858217,0.658217,0.658217,0.659838,0.740345,0.712345,0.712345,0.712456,0.726723,0.586723,0.586723,0.588192,0.636415,0.586415,0.586415,0.586472,0.623158,0.473158,0.473158,0.474515,0.513647,0.394647,0.394647,0.395698,0.445903,0.449451,0.574378,0.344378,0.344378,0.345957,0.345957,0.225957,0.0744509,0.225957
jul-01,1.05384,1.02384,1.02384,1.05384,1.02384,1.03354,1.26645,1.25378,1.25378,1.25378,1.17778,1.17778,1.17778,1.21705,0.917054,0.917054,0.935074,1.01664,0.957639,0.957639,0.963994,1.27641,1.27641,1.27641,1.27853,1.28957,0.999573,0.999573,1.02435,1.19595,1.17775,1.17775,1.17812,1.1871,1.15554,1.15554,1.15671,1.17228,1.14428,1.14428,1.14721,1.29169,1.09169,1.09169,1.10764,1.18555,1.15755,1.15755,1.15824,1.17132,1.03132,1.03132,1.04227,1.08893,1.08893,1.08893,1.08942,1.12448,0.974484,0.974484,0.991728,1.0296,0.910598,0.910598,0.923425,0.972011,1.01436,1.13525,0.905253,0.905253,0.926645,0.926645,0.806645,0.57591,0.806645
ago-01,1.02877,0.998771,0.998771,1.02877,0.998771,1.0088,1.23607,1.22371,1.22371,1.22371,1.14771,1.14771,1.14771,1.18829,0.888289,0.888289,0.890421,0.993143,0.934143,0.934143,0.935175,1.26334,1.26334,1.26334,1.26371,1.26371,0.973708,0.973708,0.978205,1.15552,1.13732,1.13732,1.13745,1.14672,1.11516,1.11516,1.11531,1.13139,1.10339,1.10339,1.10411,1.25875,1.05875,1.05875,1.06205,1.14255,1.11455,1.11455,1.11467,1.12893,0.988934,0.988934,0.990605,1.03883,1.03883,1.03883,1.03893,1.03893,0.888929,0.888929,0.891767,0.930899,0.811899,0.811899,0.813335,0.86354,0.871939,0.996866,0.766866,0.766866,0.769592,0.769592,0.649592,0.655677,0.649592
sept-01,1.13533,1.10533,1.10533,1.13533,1.10533,1.11536,1.36658,1.35292,1.35292,1.35292,1.27692,1.27692,1.27692,1.3175,1.0175,1.0175,1.0268,1.12842,1.06942,1.06942,1.0723,1.39757,1.38557,1.38557,1.38626,1.38626,1.09626,1.09626,1.10612,1.28344,1.26524,1.26524,1.26527,1.27455,1.24299,1.24299,1.24415,1.26023,1.23223,1.23223,1.23289,1.38606,1.18606,1.18606,1.19124,1.27174,1.24374,1.24374,1.24422,1.25849,1.11849,1.11849,1.12335,1.17157,1.12157,1.12157,1.12177,1.12177,0.971768,0.971768,0.976974,1.01611,0.897106,0.897106,0.900477,0.950682,0.962622,1.08755,0.857549,0.857549,0.863177,0.863177,0.743177,0.499695,0.743177
oct-01,1.4241,1.3941,1.3941,1.4241,1.3941,1.4038,1.71994,1.70274,1.70274,1.70274,1.62674,1.62674,1.62674,1.66601,1.36601,1.36601,1.3816,1.47658,1.41758,1.41758,1.42271,1.73898,1.72698,1.72698,1.7283,1.73934,1.44934,1.44934,1.46755,1.63915,1.62095,1.62095,1.62104,1.63002,1.59846,1.59846,1.60045,1.61601,1.58801,1.58801,1.58946,1.73551,1.53551,1.53551,1.54589,1.6238,1.5958,1.5958,1.59671,1.60742,1.46742,1.46742,1.47707,1.52373,1.47373,1.47373,1.47415,1.50811,1.35811,1.35811,1.368,1.40587,1.28687,1.28687,1.29344,1.34202,1.36694,1.48784,1.25784,1.25784,1.26943,1.26943,1.14943,1.06889,1.14943
nov-01,1.39066,1.36066,1.36066,1.39067,1.36066,1.37069,1.67931,1.66252,1.66252,1.66252,1.58652,1.58652,1.58652,1.6271,1.3271,1.3271,1.3572,1.45578,1.39678,1.39678,1.40802,1.73881,1.72681,1.72681,1.7297,1.74111,1.45111,1.45111,1.48757,1.66488,1.64668,1.64668,1.64689,1.65616,1.6246,1.6246,1.62779,1.64387,1.61587,1.61587,1.61912,1.77476,1.57476,1.57476,1.5963,1.6768,1.6488,1.6488,1.65078,1.65894,1.51894,1.51894,1.53963,1.58785,1.53785,1.53785,1.53868,1.57208,1.42208,1.42208,1.44013,1.47927,1.36027,1.36027,1.37419,1.42439,1.47795,1.60287,1.37287,1.37287,1.39829,1.39829,1.27829,1.0809,1.27829
dic-01,0.964774,0.934774,0.934774,0.964774,0.934774,0.944478,1.15736,1.14579,1.14579,1.14579,1.06979,1.06979,1.06979,1.10906,0.809059,0.809059,0.845991,0.93876,0.87976,0.87976,0.893541,1.21347,1.20147,1.20147,1.20496,1.216,0.926,0.926,0.970489,1.14209,1.12389,1.12389,1.12416,1.13313,1.10157,1.10157,1.10527,1.12083,1.09283,1.09283,1.09673,1.25209,1.05209,1.05209,1.07771,1.15562,1.12762,1.12762,1.12973,1.13066,0.990662,0.990662,1.01469,1.06135,1.01135,1.01135,1.01234,1.04142,0.891424,0.891424,0.909479,0.947348,0.828348,0.828348,0.844752,0.893338,0.950843,1.07174,0.841741,0.841741,0.87062,0.87062,0.75062,0.97336,0.75062
